Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID
4558,"어머니. 그런말이 어딨어요?",현찰,dysphoria,dysphoria,573,15
4559,"난 지금도 느이 할머니 생각만 하면 만정 떨어져. 난 너도 미워.",과자,dysphoria,dysphoria,573,16
4560,"다 지나간 얘기 뭐하러 들먹거려? 어린게 뭘 안다고.",순경,dysphoria,dysphoria,573,17
4561,"왜 몰라요? 다섯살 여섯살이면 눈치 빠삭하지. 그 생각만하면 아무리 내속으로 낳은 내 자식이지만 섭섭해요. 막말로 넌 할머니 자식이었어.",과자,dysphoria,dysphoria,573,18
4562,"그만두지 못해!",순경,dysphoria,dysphoria,573,19
4563,"예! 저 할머니 자식 맞아요. 그래서 어머니가 저 미워하는것도 알구요.",현찰,dysphoria,dysphoria,573,20
4564,"내가 널 언제 미워해?",과자,dysphoria,dysphoria,573,21
4565,"어머니. 전 상처 없는줄 아세요? 저 할머니하고 살고 싶어 산거 아니에요. 저 할머니 손에 크게 한거 어머니잖아요.",현찰,dysphoria,dysphoria,573,22
4566,"넌 말도 잘 지어낸다. 내가 언제 널 밀어내? 내가 언제 너한테 다 풀어? 세상에 안아픈 손가락 없다. 내배아파 낳은 내자식이야.",과자,dysphoria,dysphoria,573,23
4567,"아니요. 어머니한테 더 아픈 손가락이 있겠죠.",현찰,dysphoria,dysphoria,573,24
4568,"그만해라. 엄마한테 무슨 말버릇이야? 아부지도 계신데.",건강,dysphoria,dysphoria,573,25
4569,"형은 빠져.",현찰,dysphoria,dysphoria,573,26
4570,"너 잠깐 나와.",건강,dysphoria,dysphoria,573,27
4571,"할말 있으면 여기서 해.",현찰,dysphoria,dysphoria,573,28
4572,"제삿날 뭐하는 짓들이야? 한두번도 아니고, 어머니 제삿날만 되면 왜들 이래? 내년부터 할머니 제사 지내지 말어!",순경,dysphoria,dysphoria,573,29
4573,"왜 큰애한테 말해요? 지내고 안지내고 둘째가 알아서 하겠죠.",과자,dysphoria,dysphoria,573,30
4574,"예. 할머니 제사 제가 지냅니다. 제가 지내면 되잖아요.",현찰,dysphoria,dysphoria,573,31
4575,"그만들 못해!",순경,dysphoria,dysphoria,573,32
4576,"검사님 지금 회의중이십니다.",검사보,neutral,neutral,574,0
4577,"그럼 휴게실에서 기다리겠습니다.",이상,neutral,neutral,574,1
4578,"할머니 제산데 일찍 좀 오지, 제수씨 혼자 하게 만드냐? 비록 뒤늦게 들왔지만 넌 우리집 맏며느리야. 집안행사있는날은 일찍와서 좀 거들어. 그리고, 이거 뭐야?",건강,dysphoria,dysphoria,575,0
4579,"남의 빽 뒤지는 사람 이해가 안가드라. 오빠 은근히 손버릇 안좋다? 경찰 아버지가 그렇게 키웠어?",청난,dysphoria,dysphoria,575,1
4580,"우리가 남이냐? 일루 앉아봐.",건강,dysphoria,dysphoria,575,2
4581,"나 혼낼려고? 오빠아. 나 지금 주방가서 열심히 할게 응?",청난,dysphoria,dysphoria,575,3
4582,"솔직히 말해. 너 빚있냐?",건강,dysphoria,dysphoria,575,4
4583,"나 빚같은거 없어. 내가 한방에 훅간 사람으로 보여?",청난,dysphoria,dysphoria,575,5
4584,"한방에 훅가던 반방에 훅가던 카드 청구서가 그렇게 많이 날아올일이 없잖아.",건강,dysphoria,dysphoria,575,6
4585,"말했잖아. 고객들꺼 대신 관리한다고. 진짜야. 나만 그런거 아니고 보험하는 사람들 대체로 그래. 물어봐.",청난,dysphoria,dysphoria,575,7
4586,"너 남자있냐?",건강,dysphoria,dysphoria,575,8
4587,"어머, 말두 안돼. 오빤 내가 남자 있는걸로 보여?",청난,dysphoria,dysphoria,575,9
4588,"있어, 없어?",건강,dysphoria,dysphoria,575,10
4589,"알잖아. 오빠한테만 삘이 팍! 오는거. 난 오빠 첨보는 순간 삘이 팍! 온뒤로 지금도 보기만하면 삘이 팍! 와. 딴남자한텐 삘이 팍! 온적 없어. 진짜야. 내가 누구한테 삘이 팍! 가겠어. 어우 아퍼..",청난,dysphoria,dysphoria,575,11
4590,"나 여자 못믿는다. 너도 알지만, 나 그것땜에 상처받은 사람이야. 다시한번 말하지만 여자가 과하게 돈쓸때는 이유가 있다. 남자. 자라보고 놀란가슴 솥뚜껑 보고 놀란다고 니가 미리 조심해 줬으면 좋겠다.",건강,dysphoria,dysphoria,575,12
4591,"오빠. 나 절대 바람같은거 안펴. 걱정마. 오빠 나 나가서 일할게.",청난,dysphoria,dysphoria,575,13
4592,"뭐하는 거에요?",우미,dysphoria,dysphoria,576,0
4593,"동서, 이담에 식당하나 차려라. 대박이야. 너무 맛있는거 있지.",청난,dysphoria,dysphoria,576,1
4594,"제사도 안지낸 음식 손대는거 아니에요. 그래서 간도 미리 안보고 만드는거에요.",우미,dysphoria,dysphoria,576,2
4595,"간도 안본거야? 근데 어쩜 간이 딱 맞어? 역시 동선 뱃속에서부터 타고났나봐.",청난,dysphoria,dysphoria,576,3
4596,"아무리 철이없어도 그렇지 이런건 기본이에요. 제사 음식을 미리 손대는법이 어딨어요? 어른들 보시면 벼락치세요.",우미,dysphoria,dysphoria,576,4
4597,"몰랐지. 이런거 안해봐서. 근데 동서는 어떻게 그런걸 잘 알아? 참 신기하다. 근본없는 집에서 컸다면서.",청난,dysphoria,dysphoria,576,5
4598,"무슨 말을 그렇게 하세요?",우미,dysphoria,dysphoria,576,6
4599,"쉿. 제삿날 큰소리 오가면 안되지. 어른들 보시면 벼락치세요.",청난,dysphoria,dysphoria,576,7
4600,"밤좀 까세요.",우미,dysphoria,dysphoria,576,8
4601,"어머, 나 이런거 못까.",청난,dysphoria,dysphoria,576,9
4602,"아버님 씻고 나오시면 밤치시기 좋게 미리 껍질만 까놓으라구요. 그것도 못해요?",우미,dysphoria,dysphoria,576,10
4603,"무섭게 왜그래? 난 여자들 인상 팍! 쓰면서 말하면 매력없드라. 울오빠도 그런 여자 질색인데, 혼수아빠는 어떻게 사나 몰라. 그냥 껍질만 까?",청난,dysphoria,dysphoria,576,11
4604,"껍질만 까지 뭘 더까요? 제사 지내는거 한번도 안봤어요?",우미,dysphoria,dysphoria,576,12
4605,"응.",청난,dysphoria,dysphoria,576,13
4606,"안해봤으니 해보세요. 재밌어요. 엄청나게.",우미,dysphoria,dysphoria,576,14
4607,"난몰라.",청난,dysphoria,dysphoria,576,15
4608,"왜 그래요?",우미,dysphoria,dysphoria,576,16
4609,"베었어. 어떡해. 난몰라.",청난,dysphoria,dysphoria,576,17
4610,"어디봐요. 그러게 조심해서 하죠.",우미,dysphoria,dysphoria,576,18
4611,"동서도 너무한다. 손벤사람한테 잔소리나 하고.",청난,dysphoria,dysphoria,576,19
4612,"뭐가 이렇게 시끄럽다니?",과자,dysphoria,dysphoria,576,20
4613,"어머니. 동서가요, 동서가, 이거 까라고, 저보고 까라고,",청난,dysphoria,dysphoria,576,21
4614,"아버님 밤치기쉽게 껍질만 까놓랬더니 칼잡자 마자 바로 이러네요. 별로 다친거 같진 않아요.",우미,dysphoria,dysphoria,576,22
4615,"어머, 자기손 아니라고 말하는거봐. 아 아퍼..",청난,dysphoria,dysphoria,576,23
4616,"넌 가만보면 인정머리가 없드라? 너야 살림에 이골이 나서 칼로 막 베어도 아픈줄도 모르고, 뜨거운줄도 모르고 맨손으로 냄비도 척척 들지만, 얘는 달러.",과자,dysphoria,dysphoria,576,24
4617,"봐라, 연하디 연한 살. 어지간하면 니가 해. 얼른 들어가서 싸매. 뭐하러 주방에서 얼쩡거려?",과자,dysphoria,dysphoria,576,25
4618,"그럼 고생해 동서. 도와주고싶은데 보다시피 주변여건이 따라주질 않네.",청난,dysphoria,dysphoria,576,26
4619,"작은형, 아직 안늦었지?",이상,neutral,neutral,577,0
4620,"응. 들어가라.",현찰,neutral,neutral,577,1
4621,"왜 그래? 무슨 일있어?",이상,dysphoria,dysphoria,577,2
4622,"들어가.",현찰,dysphoria,dysphoria,577,3
4623,"엄마말 한귀로 듣고 한귀로 흘려. 할머니한테 하도 당해서 하는 소린데 뭐하러 댓거리 해? 할머니 제삿날만 되면 원래 그러시잖아.",이상,dysphoria,dysphoria,577,4
4624,"...",현찰,dysphoria,dysphoria,577,5
4625,"이상이 왔구나? 빨랑 들와. 현찰아, 제사지내고 나랑 얘기좀 하자.",건강,dysphoria,dysphoria,577,6
4626,"할말 없어.",현찰,dysphoria,dysphoria,577,7
4627,"형이 하자면 해. 너도 빨리 옷갈아입고.",건강,dysphoria,dysphoria,577,8
4628,"응. 들어가자 형. 제산 지내야지.",이상,dysphoria,dysphoria,577,9
4629,"형수님 설거지 도와드릴까요?",이상,euphoria,euphoria,578,0
4630,"도련님 아니래도 일할 손 많아요. 요즘 힘든데 잠깐 쉬었다 가세요.",우미,euphoria,euphoria,578,1
4631,"고생하셨어요 형수님.",이상,euphoria,euphoria,578,2
4632,"동서, 주전자 어딨어? 응. 이거좀 씻어줘. 커피 끓이게.",청난,dysphoria,dysphoria,578,3
4633,"예?",우미,dysphoria,dysphoria,578,4
4634,"동서는 꼭 말 두번씩 하게 하더라? 못들었어? 주전자좀 씻어달라고.",청난,dysphoria,dysphoria,578,5
4635,"진짜 너무 하시네요. 지금 설거지거리 쌓인거 안보이세요? 커피 나중에 드세요.",우미,dysphoria,dysphoria,578,6
4636,"꼴란 주전자 하나 씻어주는게 뭐 어렵다고. 나 이거땜에 못해.",청난,dysphoria,dysphoria,578,7
4637,"그거 별로 안다친거 알거든요? 어디 풀어봐요.",우미,dysphoria,dysphoria,578,8
4638,"어머, 왜그래. 무섭게.",청난,dysphoria,dysphoria,578,9
4639,"한집 살면서 이러면 안되죠. 정말 아프면 해줄수 있지만 엄살 피우는거 뻔히 알면서못하겠네요. 저 지금 설거지 해야되니까 알아서 하세요.",우미,dysphoria,dysphoria,578,10
4640,"걸레통 어딨다니?",과자,dysphoria,dysphoria,578,11
4641,"수돗가에 있을거에요.",우미,dysphoria,dysphoria,578,12
4642,"어머니. 제가요, 온몸이 뿌서지는 한이 있어도 동서 도와주고 싶지만 손이 이래서 못도와주는데 동서가 제맘을 몰라주네요.",청난,dysphoria,dysphoria,578,13
4643,"제가 원래 이런거 잘 안낫는 체질이거든요. 옛날에 연필 깎다가 살짝 벴는데 전치 6주 나왔어요. 보험처리도 안되고 엄청 고생했어요. 그때부터 부모님이 대신 연필 깎아주셨죠.",청난,dysphoria,dysphoria,578,14
4644,"들었지?",과자,dysphoria,dysphoria,578,15
4645,"어머니 커피 타드리고 싶은데 주전자가...",청난,dysphoria,dysphoria,578,16
4646,"설거지 놔두고 얼른 주전자부터 씻어줘라.",과자,dysphoria,dysphoria,578,17
4647,"그래갖고 부서지겠어?",청난,dysphoria,dysphoria,578,18
4648,"어머, 잘하면 패겠다. 물 끓으면 불러. 커핀 내가 탈게. 타주면 더좋지만.",청난,dysphoria,dysphoria,578,19
4649,"대체 왜이래? 계속 말꼬리잡고 늘어질래?",현찰,dysphoria,dysphoria,579,0
4650,"왜! 나도 할만큼 했어.",우미,dysphoria,dysphoria,579,1
4651,"그래서 뭘 어쩌라고. 제발 당신이라도 조용히 있어주면 안되겠냐?",현찰,dysphoria,dysphoria,579,2
4652,"이게 먼소리라니?",과자,dysphoria,dysphoria,579,3
4653,"아무것도 아냐. 들어가.",이상,dysphoria,dysphoria,579,4
4654,"아부지 깨시면 어쩔라 그래. 대체 먼일로 싸워?",과자,dysphoria,dysphoria,579,5
4655,"들어가라니까.",이상,dysphoria,dysphoria,579,6
4656,"그만해 제발! 에잇.",현찰,dysphoria,dysphoria,579,7
4657,"나랑 술한잔 하자.",건강,dysphoria,dysphoria,579,8
4658,"나중에.",현찰,dysphoria,dysphoria,579,9
4659,"작은형 어디야? 내가 형 있는쪽으로 갈께.",이상,dysphoria,dysphoria,580,0
4660,"됐다. 그냥 혼자 있고 싶다.",현찰,dysphoria,dysphoria,580,1
4661,"언제든 생각나면 불러. 술 많이 마시지 말고. 끊을게.",이상,dysphoria,dysphoria,581,0
4662,"오늘따라 왜그려? 진짜 못살아 먹겄네.",솔이,dysphoria,dysphoria,582,0
4663,"오늘따라 잠도 안자고 일찍 일어나서 난리랴? 남들이 보면 피난가는줄 알겄네.",솔이,dysphoria,dysphoria,583,0
4664,"이건 뭐에요? 이건 또 뭐구요? 냉장고정리 언제 하셨어요?",어영,dysphoria,dysphoria,583,1
4665,"모르셔도 됩니다.",솔이,dysphoria,dysphoria,583,2
4666,"이건 쉬어터졌잖아요. 봐요.",어영,dysphoria,dysphoria,583,3
4667,"그러거나 말거나.",솔이,dysphoria,dysphoria,583,4
4668,"아줌마.",어영,dysphoria,dysphoria,583,5
4669,"부르거나 말거나. 아침부터 열내지 말라고 웃자고 한소리여.",솔이,dysphoria,dysphoria,583,6
4670,"하나도 안 웃기거든요. 이런건 바로바로 치웠어야죠. 이건 또 뭐에요?",어영,dysphoria,dysphoria,583,7
4671,"내비둬. 내가 다 먹을껴.",솔이,dysphoria,dysphoria,583,8
4672,"이런거 드시고 병나면 누가 책임져요?",어영,dysphoria,dysphoria,583,9
4673,"내몸땡이 내가 알아서 혀. 누가 어영이보고 책임지라고 하가니?",솔이,dysphoria,dysphoria,583,10
4674,"이건 또 뭐에요? 이런 봉지들이 왜 이렇게 많아요? 이렇게 봉지마다 싸두면 뭐가 뭔지 알지도 못하잖아요.",어영,dysphoria,dysphoria,583,11
4675,"왜 몰러? 이건 고사리, 이건 멸치, 이건 호박말랭이, 이런건 뒀다 보름에 나물 해먹을라고 둔겨. 이건 고추 이건 깨소금. 봐. 다 알잖여. 이런다고 한번 떠난 님이 돌아오간디?",솔이,dysphoria,dysphoria,583,12
4676,"그소리 한번만 더하면 가만 안있어요. 이건 언제꺼에요? 봐요, 다 물러 터졌잖아요.",어영,dysphoria,dysphoria,583,13
4677,"주인닮아서 물러 터졌겄지.",솔이,dysphoria,dysphoria,583,14
4678,"냉장고가 쓰레기통이에요? 일주일에 한번씩은 치워야죠.",어영,dysphoria,dysphoria,583,15
4679,"행주좀 주세요.",어영,dysphoria,dysphoria,583,16
4680,"아줌마, 이게 행주에요? 걸레지. 제대로 삶아 쓰시던가, 돈 더 드릴테니까 행주 넉넉히 사다놓고 쓰세요.",어영,dysphoria,dysphoria,583,17
4681,"왜 대답 안하세요?",어영,dysphoria,dysphoria,583,18
4682,"대답혀야 되야? 예에 예.",솔이,dysphoria,dysphoria,583,19
4683,"설거지좀 깨끗이 하시구요. 한번씩 컵좀 쓸려면 설거지 제대로 안된것도 있어요.",어영,dysphoria,dysphoria,583,20
4684,"예에 예.",솔이,dysphoria,dysphoria,583,21
4685,"숟가락 젓가락도 자주 삶구요.",어영,dysphoria,dysphoria,583,22
4686,"예에 예.",솔이,dysphoria,dysphoria,583,23
4687,"지금 저 놀려요?",어영,dysphoria,dysphoria,583,24
4688,"예에 예.",솔이,dysphoria,dysphoria,583,25
4689,"아줌마!",어영,dysphoria,dysphoria,583,26
4690,"얼래.",솔이,dysphoria,dysphoria,583,27
4691,"왜그래요? 무슨 일이니?",범인,dysphoria,dysphoria,583,28
4692,"보다시피 주방을 홀라당 뒤집어놓고 사람 쥐잡듯이 잡네유. 대답 안하면 안한다고 난리, 하면 한다고 난리, 어느 장단에 춤을 춘디야?",솔이,dysphoria,dysphoria,583,29
4693,"아부지 넥타이 그거밖에 없어요?",어영,dysphoria,dysphoria,583,30
4694,"왜, 맘에 안드냐? 니가 전에 사준건데.",범인,dysphoria,dysphoria,583,31
4695,"이 옷하고 안어울려요. 나이들수록 젊게 입으셔야죠. 피부관리 안하세요? 저번에 피부관리샵 끊어드렸는데 안다니세요?",어영,dysphoria,dysphoria,583,32
4696,"시간 내기가 애매해서. 다닐게.",범인,dysphoria,dysphoria,583,33
4697,"운동은요? 나이드실수록 자기 관리 더 철저하셔야죠. 그래야 밖에서도 인정받아요. 염색은 언제 하셨어요?",어영,dysphoria,dysphoria,583,34
4698,"그게...뭐...할게. 하마.",범인,dysphoria,dysphoria,583,35
4699,"대꾸할라고 힘뺄거 없시유. 기양 예에 예 하고 기나와유.",솔이,dysphoria,dysphoria,583,36
4700,"예에 예.",범인,dysphoria,dysphoria,583,37
4701,"왜 저래요?",범인,dysphoria,dysphoria,584,0
4702,"남자한테 채이고 쌩병 앓잖유. 저럴땐 기양 예에 예, 하고 넘어가유.",솔이,dysphoria,dysphoria,584,1
4703,"무슨 일 있어요?",부영,dysphoria,dysphoria,584,2
4704,"부영이 또 걸렸네.",솔이,dysphoria,dysphoria,584,3
4705,"주부영, 너 몇시에 들올거야?",어영,dysphoria,dysphoria,584,4
4706,"나가봐야 알지.",부영,dysphoria,dysphoria,584,5
4707,"오늘 스케쥴 어떻게 되는지 말해.",어영,dysphoria,dysphoria,584,6
4708,"스..케줄?",부영,dysphoria,dysphoria,584,7
4709,"얼른.",어영,dysphoria,dysphoria,584,8
4710,"영어회화학원 갔다가 도서관 갔다가 친구들 만날건데.",부영,dysphoria,dysphoria,584,9
4711,"친구 누구? 요즘 만나는 친구들 이름 다 대봐.",어영,dysphoria,dysphoria,584,10
4712,"모르셔도 됩니,",부영,dysphoria,dysphoria,584,11
4713,"주부영.",어영,dysphoria,dysphoria,584,12
4714,"너 옷 꼬라진 왜그래?",어영,dysphoria,dysphoria,584,13
4715,"뭐가?",부영,dysphoria,dysphoria,584,14
4716,"너무 짧잖아. 그게 공부하는 학생 옷차림이니?",어영,dysphoria,dysphoria,584,15
4717,"오늘따라 왜그래? 맨날 입던건데.",부영,dysphoria,dysphoria,584,16
4718,"예에 예 혀. 나처럼 하라니까 예에 예.",솔이,dysphoria,dysphoria,584,17
4719,"예에 예.",부영,dysphoria,dysphoria,584,18
4720,"자취한다는 친구 있지? 툭하면 음식 싸갖다주는 친구. 어떤 친군지 집에 한번 델꾸 와봐.",어영,dysphoria,dysphoria,584,19
4721,"안되는데..",부영,dysphoria,dysphoria,584,20
4722,"왜 안돼?",어영,dysphoria,dysphoria,584,21
4723,"예에 예.",부영,dysphoria,dysphoria,584,22
4724,"오늘 제가 한말은 그동안 할려다 시간없어 못한거에요. 갑자기 트집잡을려고 한거 아니니까 그렇게들 아세요.",어영,dysphoria,dysphoria,584,23
4725,"예에 예.",일동,dysphoria,dysphoria,584,24
4726,"알았어. 처제, 언니좀 잘 챙겨줘. 부탁해. 우리 암호 안 까먹었지? 무슨일 있으면 바로 연락주고. 나중에 용돈 많이 줄게. 그래.",이상,euphoria,euphoria,585,0
4727,"동서.",청난,dysphoria,dysphoria,586,0
4728,"출근 안하셨어요?",우미,dysphoria,dysphoria,586,1
4729,"손이 이런데 출근을 어떻게 해?",청난,dysphoria,dysphoria,586,2
4730,"그거 싸매면 안돼요. 바람 안통하면 더 썽나요.",우미,dysphoria,dysphoria,586,3
4731,"됐고, 어머니가 손칼국수 드시고 싶으시대.",청난,dysphoria,dysphoria,586,4
4732,"어머니가요?",우미,dysphoria,dysphoria,586,5
4733,"어머니하고 동서네 신랑하고 한바탕 했잖아. 동서가 풀어드려야지. 겉절이도 하는거 알지?",청난,dysphoria,dysphoria,586,6
4734,"이거 하면 피부 좋아진대?",과자,dysphoria,dysphoria,587,0
4735,"그럼요. 여잔 가꾸기 나름이에요.",청난,dysphoria,dysphoria,587,1
4736,"어머니. 점심요.",우미,dysphoria,dysphoria,587,2
4737,"알았다. 이거 띠고.",과자,dysphoria,dysphoria,587,3
4738,"뿌니까 바로 나오세요.",우미,dysphoria,dysphoria,587,4
4739,"뭐가 뿐다는 거냐? 국에 밥말아놨나?",과자,dysphoria,dysphoria,587,5
4740,"어머니 빨리 나가요. 뿐데요.",청난,dysphoria,dysphoria,587,6
4741,"이게 뭐라니?",과자,dysphoria,dysphoria,588,0
4742,"칼국수요.",우미,dysphoria,dysphoria,588,1
4743,"나 밀가루 음식만 먹으면 체하는거 알면서 칼국수를 했다니?",과자,dysphoria,dysphoria,588,2
4744,"어머니가 하라고 하셔서,",우미,dysphoria,dysphoria,588,3
4745,"내가 언제?",과자,dysphoria,dysphoria,588,4
4746,"형님이...",우미,dysphoria,dysphoria,588,5
4747,"내가 언제?",청난,dysphoria,dysphoria,588,6
4748,"어머니, 눈치없는 동서가 이왕 저질러 논거 어쩌겠어요? 먹어야죠. 어머니꺼까지 제가 다 먹을께요. 동서 눈치 진짜 없다. 어머니 밀가루 음식 싫어하신다잖아.",청난,dysphoria,dysphoria,588,7
4749,"제사지내고 남은거 없냐? 부침개니 뭐니 싹 쓸어넣고 김치넣고 보글보글 지져. 원래 제사지내고나면 그렇게 며칠씩 먹는거다.  힘자랑 하고 싶으면 이불빨래라도 하든가.",과자,dysphoria,dysphoria,588,8
4750,"형님. 그냥 먹고 싶다고 해달라고 하지, 거짓말까지 해요?",우미,dysphoria,dysphoria,588,9
4751,"쉿. 내가 해달라고 하면 안해줬을거 아냐. 세상에, 이거야 이거. 동서, 여기다 라면스프 넣었지?",청난,dysphoria,dysphoria,588,10
4752,"라면스프요?",우미,dysphoria,dysphoria,588,11
4753,"대한민국 오천만 입맛을 사로잡은 바로 그 맛, 죽은맛도 살린다는 기적의 바로 그맛, 그 이름도 찬란한 라면스프! 아냐?",청난,dysphoria,dysphoria,588,12
4754,"라면스프 안넣거든요.",우미,dysphoria,dysphoria,588,13
4755,"안넣는구나. 난 뭐든 그거 넣고 하는데. 그럼 이거 순전히 동서 솜씨야? 동서, 이담에,",청난,dysphoria,dysphoria,588,14
4756,"알아요. 식당 차리면 대박 터진다는거.",우미,dysphoria,dysphoria,588,15
4757,"오늘 할머니 산소 안가세요?",연희,neutral,neutral,589,0
4758,"태실장이 어떻게 알아요?",현찰,neutral,neutral,589,1
4759,"사장님 스케쥴 제가 다꿰고 있는데 그거 모를까봐요. 같이 일한지 몇년짼데. 이건 제가 할테니까 다녀오세요.",연희,euphoria,euphoria,589,2
4760,"괜찮아요.",현찰,euphoria,euphoria,589,3
4761,"다녀오세요. 할머니한테 갔다오면 위로도 받고 힘도 얻고 좋잖아요.",연희,euphoria,euphoria,589,4
4762,"잠도 못잤더니 피곤하고 운전하기도 좀 그러네요. 차도 수리맡겼고.",현찰,euphoria,euphoria,589,5
4763,"그럼 제가 운전해 드릴께요. 제차루요.",연희,euphoria,euphoria,589,6
4764,"할머니...할머니....",현찰,dysphoria,dysphoria,590,0
4765,"난 너랑 이별한적 없어. 넌 내 여자야. 그러니 딴생각도 말고 딴놈 쳐다보지도 마. 기다려. 내가 갈때까지. 이 바보야, 멍청아.",이상,dysphoria,dysphoria,591,0
4766,"잠이 와야 자지. 넌 니새끼 떼놓고도 잠이 잘 오나부다? 종남이 언제 데려 갈래?",난자,dysphoria,dysphoria,592,0
4767,"결혼하면 데려간다더니 너 이래도 되는거니? 나도 좀 살자. 내가 왜 피한방울 안섞인 남의 자식땜에 눈치보고 살아야돼?",난자,dysphoria,dysphoria,592,1
4768,"거봐라. 이런식으론 안된다니까.",이장,dysphoria,dysphoria,593,0
4769,"가만있어봐. 나도 생각이 있으니까. 싸가지.",난자,dysphoria,dysphoria,593,1
4770,"동서. 동서. 동서, 부르면 대답좀 해.",청난,dysphoria,dysphoria,594,0
4771,"예.",우미,dysphoria,dysphoria,594,1
4772,"나 쫌있다 출근해야 되거든? 아메리칸 스타일루 아침식사 부탁해.",청난,dysphoria,dysphoria,594,2
4773,"예?",우미,dysphoria,dysphoria,594,3
4774,"어머, 아메리칸 스타일, 모르는구나. 아메리칸 스타일이란, 식빵 살짝 굽고 계란후라이에 베이컨 있어? 거기다 토마토 쥬스 뿌라스 커피. 오케이? 십분내로 방으로.",청난,dysphoria,dysphoria,594,4
4775,"형님.",우미,dysphoria,dysphoria,594,5
4776,"왜? 아, 토마토 없다 그랬지? 그럼 사과쥬스로.",청난,dysphoria,dysphoria,594,6
4777,"진짜 너무하시네요.",우미,dysphoria,dysphoria,594,7
4778,"뭐가? 동서는 이거 안보여? 누구땜에 이렇게 됐는데? 나 이것땜에 밤새 잠도 못잤어. 가만히 자빠져 살림이나 하니까 세상물정 모르지? 나가서 뛰댕기면서 돈 벌어봐. 잠 못자고 밥안먹으면 암것도 못해.",청난,dysphoria,dysphoria,594,8
4779,"제가 그렇게 만만해 보이나본데, 지나가는 사람 붙들고 다 물어보세요. 아무리 손위라도 나이도 어리면서 꼬박꼬박 반말에 밥까지 방으로 배달해 달라는게 말이 되나.",우미,dysphoria,dysphoria,594,9
4780,"어머, 이쯤이면 어머니 등장하시는거 알지? 누가 누가 잘했나 물어볼까?",청난,dysphoria,dysphoria,594,10
4781,"또 뭣땜에 그런다니?",과자,dysphoria,dysphoria,594,11
4782,"맞지? 동서 뭐라고 하지 마세요 어머니. 동서보고 아침좀 해달라고 한 제가 미친거죠. 동서 기본자세가 안돼 있긴 하지만 그냥 넘어가야지 어쩌겠어요. 어머니 들으셨죠? 연필.",청난,dysphoria,dysphoria,594,12
4783,"알어 그래. 부모님이 연필도 깎아줬다는거. 아침 뭐 해달라고?",과자,dysphoria,dysphoria,594,13
4784,"별거 아네요. 그냥 간단하게 빵이랑 계란 후라이요.",청난,dysphoria,dysphoria,594,14
4785,"들어가 있어라.",과자,dysphoria,dysphoria,594,15
4786,"예 어머니. 신경쓰게 해드려 죄송해요.",청난,dysphoria,dysphoria,594,16
4787,"그게 뭐가 어렵다고. 꼴란 식빵 하나 못궈줘? 니가 열번 잘하면 뭐하냐? 한번 잘못해서 다 털어먹는데. 계란 어딨다니?",과자,dysphoria,dysphoria,594,17
4788,"제가 할께요.",우미,dysphoria,dysphoria,594,18
4789,"놔둬라. 꼴란 그거 하고 입댓다발 나오는거 싫다.",과자,dysphoria,dysphoria,594,19
4790,"제가 할게요.",우미,dysphoria,dysphoria,594,20
4791,"다리운동도 할겸 슬슬 걸어가서 갖다줘. 나이도 어린게 처녀로 시집와서 저러구 사는게 눈물나지도 않니? 만에하나 쟤네 못살겠다고 갈라서면 니 책임이야. 그때 그 원망을 어떻게 들을라 그래?",과자,dysphoria,dysphoria,594,21
4792,"목욕좀 갔다 올테니 얼른 해서 갖다줘라. 배고프겠다.",과자,dysphoria,dysphoria,594,22
4793,"배달요.",우미,dysphoria,dysphoria,595,0
4794,"노크.",청난,dysphoria,dysphoria,595,1
4795,"고마워 동서. 근데 동서. 옷 잘 안갈아입지?",청난,dysphoria,dysphoria,595,2
4796,"예?",우미,dysphoria,dysphoria,595,3
4797,"맨날 그옷이 그옷이드라.",청난,dysphoria,dysphoria,595,4
4798,"저 나름대로 옷 갈아입어요.",우미,dysphoria,dysphoria,595,5
4799,"몇날몇일 걸치고 있다가 빨때 되야 갈아입겠지. 동서 위해서 하는 잔소리니까 쓰더라도 달게 들어. 나중에 혼수아빠 한눈이라도 팔면 어쩔라 그래?",청난,dysphoria,dysphoria,595,6
4800,"나와.",우미,dysphoria,dysphoria,596,0
4801,"동서. 나 지금 열나 바쁘거든. 나, 나중에 하면 안될까?",청난,dysphoria,dysphoria,596,1
4802,"내가 내려줘, 니가 내릴래?",우미,dysphoria,dysphoria,596,2
4803,"내, 내가 내릴게. 아저씨, 경찰에 신고 좀.",청난,dysphoria,dysphoria,596,3
4804,"야! 우리 집안이 경찰집안이야.",우미,dysphoria,dysphoria,596,4
4805,"깜빡했어.",청난,dysphoria,dysphoria,596,5
4806,"아저씨, 죄송해요. 가.",우미,dysphoria,dysphoria,596,6
4807,"어, 어딜?",청난,dysphoria,dysphoria,596,7
4808,"맞짱뜨러 가자고. 앞장 서.",우미,dysphoria,dysphoria,596,8
4809,"돌아보지 말고!",우미,dysphoria,dysphoria,596,9
4810,"지금 이 순간엔 우린 동서고 뭐고 아무관계 아니야. 난 도우미고 넌,",우미,dysphoria,dysphoria,597,0
4811,"엄청난.",청난,dysphoria,dysphoria,597,1
4812,"난 서른여섯, 넌 서른넷. 여자대 여자로, 이순간만 말깐다.",우미,dysphoria,dysphoria,597,2
